,sample_id,farm,visit_number,date_collected,ctx_m,animals_sampled,weaned_heifer,adult,dry,footpath,amp_c,ct_pos,cipR,tetR,cephR,strepR,amoxR,plain_undiluted,anything_waste,heifers_waste,whichclinresp,firstmastitis,poultry,equine,total_cattle,yield,herd_size,bought_pre,scc,pneum_vacc,diarrvacc,anticocc,halocur,nsaiddiarr,trough_clean,time_dam,um_spray,give_col,wean,pattern,percentdryoff,calving_group,calhousing_type,calhousing_older,hectares,othergraze,bvdvacc,ibrvacc,leptovacc,salmvacc,lungvacc,clostvacc,organic,daystreatmast,timesfirstmast,injectmast,nsaidmast,treatfoot,abcalve,nsaidcalve,calveclean,milkgraze,lime,predip,acf,cleancluster,drytrough,premises,shows,market,hostfarmwalk,starling,deer,badger,rook,pigeon,fox,pheasant,rat,shoot,hunt,outsource,feedlorry,muckspreader,aiexternal,machinery,bedmilk_1,bedmilk_2,bedmilk_3,bedmilk_4,bedmilk_6,bedmilk_8,foragetype_1,foragetype_2,foragetype_3,foragetype_4,foragetype_5,foragetype_6,foragetype_7,foragetype_8,foragebought,manure_1,manure_2,manure_3,manure_4,manure_5,manure_6,manure_7,manure_8,manure_9,s_housed_outdoor,cefq_dct,ceph_dct,fram_dct,clox_dct,s_calving_now,water,total_mg_pcu,ceph_3_4,ceph_1,co_amox,tet,amox,fq,novobiocin,pen,cefalexin,strep,preweaned_heifer
2600,MIA35,MIA,9,17/11/2017,0,a,0,1,0,0,0,0,0,1,1,1,1,100,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,1,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2601,MIA36,MIA,9,17/11/2017,0,a,0,1,0,0,0,0,0,1,0,0,1,10,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,1,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2602,MIA37,MIA,9,17/11/2017,0,h,1,0,0,0,0,0,0,1,0,1,1,240,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,1,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2603,MIA38,MIA,9,17/11/2017,0,h,1,0,0,0,0,0,0,1,0,1,1,370,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,1,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2604,MIA39,MIA,10,19/12/2017,0,a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,1,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2605,MIA40,MIA,10,19/12/2017,0,a,0,1,0,0,0,0,0,0,0,0,1,10,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,1,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2606,MIA41,MIA,10,19/12/2017,0,h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,1,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2607,MIA42,MIA,10,19/12/2017,0,h,1,0,0,0,0,0,0,1,1,0,0,20,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,1,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2608,MIA43,MIA,11,19/01/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,10,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2609,MIA44,MIA,11,19/01/2018,0,h,1,0,0,0,0,0,0,0,0,1,0,10,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2610,MIA45,MIA,11,19/01/2018,0,a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2611,MIA46,MIA,11,19/01/2018,0,a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2612,MIA47,MIA,12,26/02/2018,0,h,1,0,0,0,0,0,0,1,0,0,0,340,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2613,MIA48,MIA,12,26/02/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2614,MIA49,MIA,12,26/02/2018,0,a,0,1,0,0,0,0,0,1,0,0,0,10,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2615,MIA50,MIA,12,26/02/2018,0,a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2616,MIA51,MIA,13,20/03/2018,0,a,0,1,0,0,0,0,0,1,0,1,1,670,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2617,MIA52,MIA,13,20/03/2018,0,a,0,1,0,0,0,0,0,1,0,1,0,200,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2618,MIA53,MIA,13,20/03/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,30,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2619,MIA54,MIA,13,20/03/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,10,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2620,MIA55,MIA,14,19/04/2018,0,h,1,0,0,0,0,0,0,1,1,0,1,100,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2621,MIA56,MIA,14,19/04/2018,0,h,1,0,0,0,0,0,0,1,0,0,1,140,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2622,MIA57,MIA,14,19/04/2018,0,a,0,1,0,0,0,0,0,0,0,0,0,40,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2623,MIA58,MIA,14,19/04/2018,0,a,0,1,0,0,0,0,0,0,0,0,0,60,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2624,MIA59,MIA,15,23/05/2018,0,a,0,1,0,0,0,0,0,1,0,1,1,410,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2625,MIA60,MIA,15,23/05/2018,0,a,0,1,0,0,0,0,0,1,0,1,1,120,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2626,MIA61,MIA,15,23/05/2018,0,h,1,0,0,1,0,0,0,0,0,0,0,1240,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,outdoor,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2627,MIA62,MIA,15,23/05/2018,0,h,1,0,0,1,0,0,0,0,0,0,0,790,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,outdoor,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2628,MIA63,MIA,16,22/06/2018,0,d,0,0,1,1,0,0,0,0,0,0,0,40,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,outdoor,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2629,MIA64,MIA,16,22/06/2018,0,h,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,outdoor,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2630,MIA65,MIA,16,22/06/2018,0,h,1,0,0,1,0,0,0,1,0,0,0,290,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,outdoor,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2631,MIA66,MIA,16,22/06/2018,0,a,0,1,0,0,0,0,0,0,0,0,1,20,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2632,MIA67,MIA,16,22/06/2018,0,a,0,1,0,0,0,0,0,0,1,0,0,40,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2633,MIA68,MIA,17,24/07/2018,0,h,1,0,0,1,0,0,0,0,0,0,0,2180,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,outdoor,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2634,MIA69,MIA,17,24/07/2018,0,h,1,0,0,1,0,0,0,1,0,1,1,300,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,outdoor,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2635,MIA70,MIA,17,24/07/2018,0,h,0,0,0,1,0,0,0,0,0,0,1,310,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,outdoor,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2636,MIA71,MIA,17,24/07/2018,0,a,0,1,0,0,0,0,0,0,1,0,0,60,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2637,MIA72,MIA,17,24/07/2018,0,a,0,1,0,0,0,0,0,0,1,0,0,30,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,housed,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2638,MIA73,MIA,17,24/07/2018,0,d,0,0,1,0,0,0,0,0,0,0,1,210,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,outdoor,0,0,1,0,0,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2639,MIA74,MIA,18,23/08/2018,0,h,1,0,0,1,0,0,0,0,0,1,1,1540,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,outdoor,0,0,1,0,1,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
2640,MIA75,MIA,18,23/08/2018,0,h,1,0,0,1,0,0,0,0,0,1,1,920,0,0,Amphenicol,td/multiject,0,1,2,1,2,6,140,1,Y,0,0,0,1,2,1,0,1,2,100,0,2,0,140,N,Y,Y,Y,N,Y,Y,0,2,2,1,5,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,1,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,1,yes,no,no,yes,yes,no,no,no,no,outdoor,0,0,1,0,1,0,7.489140271,0,0.162895928,0,0.458624434,0.407239819,0,0.065158371,1.266171946,0.162895928,0,0
